sample_id,cutting_speed,feed_rate,depth_of_cut,tool_nose_radius,material_hardness,tool_life,cutting_force,surface_roughness,power_consumption,material_removal_rate
6370,253.79,0.46,1.65,1.15,207.7,179.35,1661.41,0.0033,6.942,193.06
6371,259.74,0.432,2.6,0.88,177.6,160.71,2327.06,0.004,8.321,265.7
6372,268.04,0.307,2.26,0.8,242.6,212.88,1654.34,0.0022,7.771,189.57
6373,166.78,0.419,1.94,0.8,267.7,198.2,2104.72,0.0041,6.354,125.09
6374,275.95,0.473,2.6,0.6,221.0,140.86,2459.45,0.0066,11.853,309.86
6375,160.98,0.23,2.39,0.53,158.4,245.81,820.74,0.0019,2.283,89.25
6376,111.77,0.162,1.23,0.66,224.3,413.39,454.34,0.0009,0.747,22.4
6377,152.59,0.439,1.56,0.42,206.2,198.63,1345.35,0.0098,3.608,104.55
6378,186.03,0.379,2.3,0.4,232.9,182.39,1891.44,0.0068,5.857,159.91
6379,174.55,0.314,2.02,1.04,174.5,214.83,1134.18,0.0017,3.291,112.91
6380,102.15,0.123,1.81,1.1,185.6,388.11,393.94,0.0003,0.695,22.5
6381,54.32,0.148,0.51,0.42,299.6,499.58,247.94,0.0016,0.213,4.18
6382,75.94,0.31,1.3,0.84,199.8,300.21,773.1,0.0033,0.977,30.53
6383,275.82,0.242,2.99,0.46,257.5,212.23,1841.03,0.0021,7.697,187.33
6384,134.39,0.407,2.55,0.67,222.4,218.29,2139.29,0.0052,5.081,142.23
6385,236.54,0.495,2.81,0.89,226.7,165.41,2822.41,0.0054,13.536,326.4
6386,298.03,0.118,1.08,0.57,274.9,360.15,305.28,0.0005,1.729,41.82
6387,54.87,0.361,1.1,1.09,262.7,301.28,1018.55,0.0036,0.905,22.67
6388,191.07,0.422,2.91,0.4,228.6,156.58,2638.86,0.0069,8.999,225.07
6389,174.96,0.428,0.76,0.99,190.2,215.25,659.4,0.0035,1.667,59.8
6390,218.78,0.283,2.58,0.86,265.7,215.36,1976.93,0.0015,6.64,154.7
6391,60.52,0.346,2.75,0.5,269.4,256.92,2777.18,0.0066,2.713,60.52
6392,84.18,0.146,2.81,0.46,182.8,393.46,745.89,0.0013,1.162,36.26
6393,108.13,0.108,0.82,0.53,156.0,502.34,141.34,0.0005,0.238,9.8
6394,201.61,0.308,2.55,1.15,261.4,233.0,2344.91,0.0014,6.993,155.05
6395,236.78,0.126,1.36,0.65,222.9,326.02,418.67,0.0004,1.576,41.23
6396,95.16,0.273,1.5,0.49,174.7,306.08,688.24,0.0038,1.101,40.74
6397,76.1,0.477,0.87,0.45,195.6,271.09,855.84,0.0145,0.953,30.35
6398,278.66,0.125,1.68,0.6,207.3,339.03,386.13,0.0005,2.02,58.16
6399,100.46,0.478,2.31,0.77,292.8,195.33,3171.45,0.0075,5.49,111.06
6400,103.55,0.417,0.96,0.76,162.7,258.31,633.71,0.0056,1.116,42.57
6401,111.34,0.169,1.01,0.59,245.7,376.34,421.73,0.0011,0.819,18.21
6402,89.56,0.112,2.01,0.57,209.9,440.08,473.93,0.0006,0.64,19.99
6403,178.14,0.447,1.38,1.02,154.9,193.68,934.34,0.0035,2.972,108.74
6404,143.38,0.341,2.75,0.69,204.9,209.91,1861.05,0.0035,4.712,136.67
6405,285.6,0.378,1.07,0.49,281.6,190.32,1064.88,0.0053,5.268,112.77
6406,286.08,0.15,2.83,0.66,273.2,268.98,1198.48,0.0006,5.778,127.18
6407,262.62,0.348,0.56,0.64,279.7,205.46,523.98,0.0031,2.244,49.91
6408,137.45,0.427,2.62,0.86,251.8,187.6,2836.52,0.0043,6.655,137.82
6409,207.45,0.437,0.59,0.83,247.5,211.05,638.89,0.0042,2.09,53.59
6410,85.27,0.177,1.49,1.1,154.7,388.79,420.6,0.0008,0.599,19.39
6411,180.68,0.273,2.77,1.11,168.9,243.07,1315.2,0.0012,4.097,139.31
6412,143.34,0.251,1.31,0.42,288.7,259.38,886.97,0.003,2.465,49.27
6413,256.34,0.491,2.1,0.95,198.7,157.12,1970.03,0.0045,8.896,271.76
6414,106.55,0.212,2.27,1.06,275.9,282.52,1356.54,0.001,2.438,50.56
6415,221.09,0.484,1.14,0.97,188.8,185.37,1036.89,0.0038,3.585,113.98
6416,170.75,0.45,0.54,0.84,158.4,229.74,376.01,0.0043,1.08,43.15
6417,233.78,0.248,0.78,1.04,171.1,283.84,308.95,0.001,1.348,41.77
6418,91.09,0.278,2.1,1.1,205.7,260.05,1119.69,0.0017,1.833,51.35
6419,244.46,0.201,2.61,0.63,240.5,227.46,1219.85,0.0011,5.202,130.48
6420,283.56,0.366,2.99,0.77,199.4,156.95,2058.86,0.0032,10.207,334.56
6421,121.97,0.496,1.2,0.53,266.7,214.49,1568.47,0.0108,2.868,76.74
6422,123.48,0.425,2.39,0.79,218.3,206.56,2107.56,0.005,4.68,122.1
6423,282.57,0.223,1.25,0.78,214.4,249.72,579.23,0.0011,2.957,75.04
6424,251.01,0.288,2.47,1.15,290.4,191.27,1957.15,0.0013,9.213,166.36
6425,204.61,0.272,0.83,0.91,254.7,253.56,607.47,0.0014,1.966,44.38
6426,289.08,0.176,0.93,0.7,190.2,284.78,309.75,0.0008,1.575,45.59
6427,283.79,0.215,2.16,1.06,185.7,250.03,888.21,0.0008,4.37,120.26
6428,281.32,0.102,2.07,0.57,260.8,354.44,574.93,0.0003,2.6,53.16
6429,293.5,0.469,2.97,1.19,284.3,160.14,4086.56,0.0033,18.886,416.36
6430,279.14,0.408,1.93,0.83,236.1,184.26,1819.69,0.0035,8.819,225.62
6431,137.14,0.161,2.65,0.57,186.3,320.61,757.89,0.0009,1.808,59.45
6432,236.87,0.192,2.32,0.59,245.7,274.02,1081.11,0.0011,4.352,112.63
6433,292.21,0.235,1.23,1.02,216.8,234.25,655.41,0.0008,2.889,83.59
6434,270.9,0.155,0.72,1.17,234.5,326.96,280.26,0.0004,1.18,31.4
6435,102.51,0.454,1.27,0.42,268.1,225.7,1684.89,0.0121,2.541,57.99
6436,148.06,0.283,2.36,0.56,272.3,248.06,1819.18,0.0025,4.953,95.69
6437,142.93,0.265,1.92,1.09,219.6,250.47,1166.29,0.0013,2.556,76.85
6438,91.74,0.216,0.81,1.12,241.8,362.71,431.28,0.0011,0.613,15.95
6439,177.74,0.122,1.57,0.6,181.8,358.22,340.82,0.0004,1.044,32.82
6440,286.96,0.422,2.58,0.99,293.4,154.2,3380.31,0.0031,16.194,306.95
6441,225.82,0.21,0.93,0.99,282.1,266.23,574.27,0.0009,2.173,46.3
6442,51.57,0.213,2.83,1.17,226.5,327.31,1421.9,0.0012,1.14,29.91
6443,137.26,0.391,2.53,1.1,216.7,222.6,2219.23,0.0029,4.923,142.01
6444,138.83,0.46,1.15,1.04,286.3,219.22,1612.21,0.0043,3.643,77.55
6445,178.01,0.103,0.88,1.0,194.6,404.46,176.47,0.0002,0.507,16.18
6446,172.14,0.358,0.81,1.12,267.5,240.16,830.05,0.0022,2.071,48.56
6447,184.58,0.291,0.88,0.82,232.0,251.59,604.32,0.0019,1.881,45.85
6448,292.25,0.387,2.47,0.61,298.8,174.49,2754.59,0.0039,13.072,272.19
6449,247.72,0.476,1.54,0.92,268.2,156.3,2000.93,0.0045,8.311,191.67
6450,177.65,0.324,2.36,0.64,291.5,219.2,2195.09,0.0029,7.084,130.72
6451,103.14,0.481,1.54,0.42,227.3,211.45,1730.58,0.0129,2.765,78.73
6452,246.09,0.429,2.62,0.72,211.3,170.43,2318.13,0.0044,9.917,277.41
6453,163.41,0.411,0.72,0.95,242.2,228.55,720.51,0.0035,1.912,52.34
6454,295.99,0.324,2.38,0.47,219.4,165.46,1704.08,0.0038,7.047,223.76
6455,265.15,0.443,1.73,1.0,263.0,162.66,2026.01,0.0034,9.076,215.63
6456,185.39,0.312,1.77,1.02,246.4,218.79,1268.73,0.0015,4.408,100.04
6457,79.33,0.219,1.51,0.95,297.7,331.3,1005.14,0.0015,1.292,23.95
6458,85.64,0.327,0.56,0.55,256.8,304.8,432.1,0.005,0.697,15.3
6459,120.88,0.193,1.93,1.09,210.9,324.9,772.05,0.0007,1.573,46.71
6460,213.94,0.232,2.19,1.1,239.8,242.99,1253.71,0.0009,4.449,106.8
6461,284.45,0.152,1.16,0.67,243.7,301.64,442.17,0.0007,1.982,53.85
6462,298.94,0.168,1.5,1.07,187.0,266.2,503.08,0.0005,2.21,74.14
6463,179.03,0.397,2.38,0.71,220.0,192.81,2043.2,0.0041,6.205,169.56
6464,118.86,0.101,0.81,1.01,247.4,494.96,203.1,0.0002,0.419,9.26
6465,210.64,0.38,1.49,0.99,298.7,194.94,1831.94,0.0027,6.184,126.29
6466,192.23,0.349,2.8,0.41,173.5,197.86,1719.69,0.0058,5.788,202.72
6467,77.1,0.259,1.59,0.94,248.6,278.14,1005.56,0.002,1.305,31.3
6468,271.93,0.461,2.52,0.54,276.0,159.79,2992.47,0.0064,14.949,277.14
6469,221.64,0.296,1.25,1.13,293.9,229.84,1111.43,0.0015,4.084,85.99
6470,87.21,0.107,2.31,1.0,288.9,451.38,758.38,0.0003,0.98,19.98
6471,249.78,0.16,2.08,0.89,195.5,276.8,618.16,0.0005,2.734,82.11
6472,180.65,0.147,2.76,0.86,154.2,303.11,677.36,0.0005,1.953,75.86
6473,263.89,0.233,2.07,1.19,277.8,214.52,1318.9,0.0009,5.641,108.66
6474,222.61,0.158,2.65,0.41,175.5,258.08,731.44,0.001,2.573,89.68
6475,176.32,0.291,2.53,0.65,192.3,205.58,1372.37,0.0024,4.197,128.34
6476,173.43,0.127,1.6,0.72,186.9,339.84,370.92,0.0004,1.032,36.2
6477,96.37,0.267,1.91,0.84,249.2,282.42,1324.79,0.002,2.014,48.39
6478,257.91,0.289,1.49,1.14,256.5,207.22,1143.58,0.0013,4.424,105.19
6479,66.05,0.373,2.43,1.16,211.3,271.88,1958.62,0.0035,2.097,60.45
6480,195.01,0.111,1.07,0.46,180.7,359.21,214.23,0.0005,0.669,22.92
6481,270.6,0.361,1.8,0.72,209.0,188.76,1307.41,0.0031,6.064,171.32
6482,216.77,0.215,2.53,0.7,244.7,243.19,1147.96,0.0012,4.428,116.63
6483,162.08,0.382,1.5,0.93,176.2,204.07,1012.29,0.0028,3.013,91.35
6484,128.39,0.112,2.31,1.15,209.1,409.05,602.87,0.0002,1.172,34.62
6485,72.51,0.159,2.16,0.83,266.1,397.81,924.26,0.0008,1.174,24.78
6486,96.79,0.239,0.88,0.76,282.2,351.89,619.73,0.0019,0.918,20.61
6487,297.01,0.31,0.51,1.12,293.4,243.08,450.76,0.0015,2.194,47.58
6488,288.33,0.278,0.58,0.52,193.6,262.75,325.33,0.0027,1.409,50.6
6489,278.59,0.275,0.8,1.14,215.6,245.12,503.19,0.0012,2.021,63.53
6490,185.2,0.35,2.72,0.59,233.9,191.68,2113.0,0.0039,7.065,171.0
6491,255.82,0.159,1.15,0.99,174.9,295.1,321.37,0.0005,1.298,46.63
6492,219.91,0.454,2.23,0.65,254.8,180.97,2588.02,0.0051,9.356,219.18
6493,190.88,0.168,0.6,0.76,202.1,344.81,190.82,0.0006,0.673,18.46
6494,220.34,0.121,2.31,1.12,289.5,346.24,838.39,0.0002,2.726,66.45
6495,161.42,0.41,2.28,1.0,274.3,182.5,2638.22,0.0032,6.993,146.5
6496,54.95,0.398,0.65,1.19,242.1,308.47,591.63,0.004,0.593,14.16
6497,247.11,0.178,1.47,0.82,171.7,282.45,447.94,0.0007,1.921,61.69
6498,273.55,0.465,1.58,0.69,289.4,167.18,1988.25,0.0055,9.972,193.49
6499,119.34,0.101,2.69,0.92,167.7,410.75,484.17,0.0002,0.893,31.62
6500,185.35,0.158,1.46,1.19,231.6,338.66,568.02,0.0004,1.617,41.57
6501,90.1,0.134,1.12,0.93,228.0,446.37,336.85,0.0005,0.521,13.14
6502,261.98,0.244,0.92,0.65,211.8,239.43,515.65,0.0016,2.159,56.86
6503,166.29,0.413,2.67,0.55,150.5,180.25,1637.9,0.0059,4.667,195.48
6504,151.03,0.159,2.18,1.05,219.2,343.67,748.17,0.0005,1.915,50.34
6505,58.07,0.434,0.65,1.16,234.7,285.64,703.33,0.0051,0.676,15.87
6506,286.56,0.248,2.59,1.02,238.4,199.33,1394.05,0.001,6.677,172.45
6507,166.66,0.134,2.41,0.93,202.1,352.88,686.98,0.0004,1.914,53.33
6508,265.37,0.123,2.45,0.99,156.5,310.7,488.08,0.0003,2.111,83.07
6509,102.2,0.187,1.61,1.0,150.6,362.16,471.15,0.0009,0.734,30.92
6510,75.56,0.462,1.46,0.96,218.4,226.11,1525.58,0.0056,1.836,52.27
6511,184.24,0.298,1.98,0.51,205.6,208.04,1283.84,0.003,3.69,111.39
6512,87.97,0.403,0.62,0.74,278.3,284.3,637.75,0.0057,1.003,21.15
6513,273.55,0.234,1.34,1.03,201.2,241.83,610.09,0.001,3.104,86.43
6514,162.47,0.129,2.34,0.8,197.5,345.21,583.04,0.0004,1.609,49.06
6515,130.03,0.381,1.64,1.01,272.0,220.7,1623.0,0.0033,4.211,89.28
6516,157.08,0.149,1.38,0.57,285.0,326.39,616.04,0.0008,1.556,32.58
6517,289.27,0.363,2.62,0.64,287.6,174.13,2774.52,0.0041,13.993,279.84
6518,186.32,0.474,2.74,0.82,210.6,170.28,2673.52,0.0051,8.011,237.39
6519,53.9,0.446,1.87,0.65,245.1,267.97,1975.41,0.0095,1.732,47.09
6520,250.91,0.477,0.76,1.13,285.5,188.28,1029.04,0.0033,4.593,90.07
6521,99.01,0.195,2.49,1.03,224.2,311.93,1138.57,0.0009,1.673,44.76
6522,271.97,0.471,2.5,1.01,233.7,147.15,2648.52,0.0039,12.047,309.47
6523,51.51,0.475,1.59,1.18,251.6,267.92,1888.78,0.0056,1.756,41.59
6524,108.0,0.171,1.19,1.03,186.3,378.87,388.42,0.0007,0.658,21.32
6525,186.01,0.108,0.66,1.08,228.3,418.09,171.12,0.0002,0.509,14.32
6526,169.63,0.424,2.51,0.62,251.2,194.08,2734.89,0.0052,7.825,182.28
6527,159.12,0.261,2.26,0.5,273.0,232.41,1620.88,0.0025,4.432,88.55
6528,181.36,0.5,2.66,0.67,229.3,175.98,2913.07,0.0064,9.136,247.41
6529,73.54,0.302,2.49,1.12,234.0,267.38,1714.88,0.0025,2.23,53.44
6530,77.16,0.152,0.99,0.72,178.4,428.3,275.29,0.0009,0.331,10.89
6531,69.3,0.171,1.32,0.44,179.3,405.64,416.07,0.0019,0.48,15.17
6532,177.05,0.403,1.63,1.12,191.5,194.57,1289.09,0.0023,3.482,110.36
6533,197.24,0.445,0.86,0.6,270.4,225.85,1043.98,0.0059,3.248,75.3
6534,55.17,0.405,2.64,0.59,186.1,250.79,2047.65,0.0083,1.733,59.68
6535,151.87,0.16,2.32,0.62,234.9,325.41,926.62,0.0009,2.306,53.57
6536,191.51,0.261,0.63,0.67,202.9,282.65,359.83,0.0018,1.073,29.57
6537,105.26,0.164,1.61,0.98,263.9,361.56,698.67,0.0006,1.058,26.59
6538,125.3,0.29,1.79,0.88,206.6,252.11,1102.61,0.0021,2.267,64.05
6539,267.47,0.297,2.2,1.05,286.2,168.86,1825.3,0.0015,8.473,164.28
6540,212.53,0.314,2.26,1.03,175.3,214.63,1367.18,0.0017,4.326,158.85
6541,104.26,0.173,2.3,1.18,217.1,327.92,814.58,0.0006,1.51,39.68
6542,294.55,0.415,2.0,0.79,242.6,159.2,1976.55,0.004,11.145,246.95
6543,243.36,0.137,2.4,1.19,248.6,306.97,868.39,0.0003,3.095,72.54
6544,214.56,0.203,2.98,0.66,168.4,256.94,997.99,0.0011,3.361,129.13
6545,82.84,0.139,1.6,0.48,218.1,417.39,496.2,0.0011,0.71,18.64
6546,75.07,0.344,0.79,0.79,219.5,311.43,583.48,0.0043,0.693,17.61
6547,58.39,0.379,0.53,1.06,190.0,311.79,381.65,0.0039,0.341,12.09
6548,80.45,0.107,2.26,1.11,165.1,447.74,422.81,0.0003,0.562,20.67
6549,216.61,0.109,1.6,1.08,291.9,343.14,476.25,0.0002,1.667,40.72
6550,114.66,0.409,2.07,1.03,190.4,211.85,1648.79,0.0036,3.121,92.76
6551,133.05,0.444,2.73,1.01,205.2,190.84,2321.93,0.0041,5.233,172.28
6552,105.25,0.334,0.78,0.95,178.1,250.41,490.52,0.0026,0.834,26.3
6553,244.24,0.128,1.44,0.76,179.3,327.51,309.9,0.0003,1.392,42.28
6554,57.71,0.179,2.06,0.9,189.8,378.45,775.42,0.001,0.69,20.42
6555,243.54,0.255,0.73,0.43,212.1,252.51,428.05,0.0026,1.722,46.22
6556,129.44,0.35,2.71,0.46,256.3,225.57,2522.98,0.0055,4.85,118.05
6557,292.13,0.278,2.62,1.04,216.7,187.85,1428.58,0.0013,7.683,204.6
6558,140.0,0.385,0.55,1.07,212.5,239.31,447.51,0.0028,1.084,28.88
6559,74.16,0.354,2.96,0.92,241.3,250.63,2327.87,0.0038,2.971,76.94
6560,115.48,0.295,0.86,1.03,151.7,289.88,348.37,0.0019,0.773,27.94
6561,134.79,0.172,0.86,0.78,190.5,337.41,282.57,0.0008,0.584,20.15
6562,109.44,0.348,2.22,0.59,220.8,241.24,1809.17,0.0048,3.039,81.29
6563,98.98,0.352,1.21,0.66,228.4,267.02,976.94,0.0051,1.635,45.52
6564,254.17,0.227,1.71,1.06,274.8,256.64,1040.38,0.0008,4.888,90.72
6565,283.94,0.14,2.07,0.97,177.6,278.58,524.88,0.0003,2.604,78.79
6566,256.76,0.425,0.66,0.57,290.8,211.39,834.24,0.0049,3.537,70.29
6567,143.44,0.239,0.89,0.82,228.0,332.53,466.33,0.0014,1.182,31.22
6568,82.74,0.132,2.11,0.67,197.9,399.3,579.74,0.0007,0.845,21.99
6569,285.8,0.233,2.46,1.09,160.7,207.1,976.12,0.0009,4.794,149.0
6570,90.45,0.227,2.27,0.88,170.5,307.13,870.45,0.0016,1.224,45.18
6571,188.79,0.28,2.4,0.78,235.0,236.44,1622.36,0.0019,4.363,138.24
6572,81.69,0.123,2.88,0.55,191.5,428.62,693.8,0.0008,0.943,29.98
6573,166.83,0.449,0.54,0.8,288.4,225.44,713.96,0.0046,1.867,40.6
6574,106.4,0.219,1.7,0.71,288.3,311.97,1107.54,0.0015,1.974,37.58
6575,163.18,0.285,2.22,1.07,198.1,236.18,1255.3,0.0015,3.229,103.76
6576,154.26,0.306,1.07,0.56,153.0,236.83,514.13,0.0032,1.359,51.34
6577,103.83,0.488,2.92,0.66,266.4,219.09,3863.18,0.0087,6.262,140.25
6578,176.81,0.257,0.79,0.87,182.1,258.78,366.93,0.0013,1.148,35.5
6579,94.87,0.331,1.89,0.9,195.3,262.61,1157.75,0.003,1.958,60.67
6580,239.06,0.178,2.15,1.01,201.4,275.39,739.71,0.0006,3.368,88.85
6581,206.22,0.345,1.89,1.01,272.2,196.23,1711.61,0.002,5.915,128.46
6582,286.94,0.155,2.7,0.56,202.3,262.41,816.65,0.0007,4.07,120.67
6583,271.27,0.16,0.86,1.08,235.2,326.54,337.94,0.0004,1.48,37.14
6584,276.88,0.129,0.97,0.65,274.6,335.56,351.27,0.0005,1.846,36.31
6585,123.2,0.313,2.21,0.45,295.1,209.75,2006.02,0.0045,4.089,85.11
6586,187.09,0.448,2.75,0.66,233.8,167.21,3008.71,0.0048,9.229,221.72
6587,151.72,0.164,1.25,0.66,214.6,335.75,448.31,0.0008,1.125,31.82
6588,251.37,0.434,2.35,0.94,212.7,156.58,2201.3,0.0036,10.17,261.04
6589,287.51,0.467,2.59,0.44,187.9,148.11,2297.53,0.0094,11.57,375.2
6590,135.11,0.294,1.09,0.94,212.7,292.15,684.09,0.0019,1.52,43.68
6591,173.34,0.308,1.09,1.13,182.1,255.38,633.32,0.0015,1.724,62.17
6592,113.5,0.404,1.99,0.6,283.6,222.56,2321.92,0.0059,4.299,92.13
6593,201.51,0.334,1.68,0.6,242.0,220.16,1390.37,0.0033,4.543,111.89
6594,244.17,0.41,1.03,0.55,205.1,197.65,859.6,0.0056,3.605,113.11
6595,288.49,0.484,0.68,0.4,294.0,175.81,1055.15,0.0104,4.609,98.48
6596,160.16,0.167,2.76,0.92,177.0,267.4,845.96,0.0006,2.149,81.03
6597,247.49,0.199,2.79,0.81,180.6,263.82,1043.33,0.0008,4.37,137.09
6598,89.96,0.466,1.58,1.15,279.9,236.38,2187.77,0.0051,2.893,59.51
6599,176.41,0.472,0.51,0.73,200.0,227.29,516.79,0.0061,1.399,42.82
6600,292.04,0.228,1.8,0.73,284.0,222.77,1249.85,0.0012,5.394,124.47
6601,266.98,0.236,1.25,0.92,180.8,240.69,501.27,0.0011,2.237,74.27
6602,223.72,0.213,2.75,1.19,162.2,221.57,911.08,0.0006,3.398,124.21
6603,119.95,0.399,1.36,0.57,166.3,224.59,964.45,0.0058,1.768,60.07
6604,288.1,0.321,1.83,0.73,233.5,198.71,1319.99,0.0024,6.068,171.42
6605,53.44,0.222,0.66,1.14,269.2,453.38,420.32,0.0013,0.361,8.66
6606,142.66,0.372,1.98,0.89,210.0,210.53,1564.59,0.0032,3.856,95.9
6607,179.82,0.149,1.21,0.74,251.0,345.36,446.27,0.0005,1.474,34.11
6608,70.91,0.113,0.87,1.12,250.9,529.01,255.71,0.0003,0.301,7.53
6609,50.78,0.111,0.86,0.81,214.6,619.94,222.14,0.0005,0.158,5.05
6610,127.01,0.236,1.31,0.71,161.2,308.92,549.89,0.0016,1.056,39.5
6611,59.15,0.39,2.98,0.88,258.5,234.16,3323.21,0.005,3.147,70.51
6612,227.83,0.4,1.89,0.79,218.8,171.34,1601.08,0.0036,6.249,164.87
6613,269.67,0.399,1.13,1.04,220.8,193.42,981.14,0.0027,4.621,126.95
6614,53.61,0.325,2.29,0.53,229.8,301.67,1633.34,0.0068,1.6,37.32
6615,174.67,0.376,2.52,0.51,261.3,197.28,2663.67,0.0047,7.259,156.11
6616,259.39,0.143,2.57,0.76,273.5,270.28,1040.97,0.0005,4.131,94.6
6617,208.99,0.3,2.24,1.04,280.8,202.38,1732.5,0.0016,5.792,142.01
6618,106.48,0.312,0.56,0.88,273.2,307.15,449.94,0.0026,0.819,17.53
6619,209.04,0.263,1.31,0.99,239.3,208.39,788.53,0.0012,2.886,69.36
6620,204.86,0.363,2.74,1.05,171.1,194.55,1794.09,0.0023,5.911,190.68
6621,188.16,0.219,1.37,0.46,298.7,263.43,949.74,0.0018,2.921,62.9
6622,127.32,0.445,1.34,0.49,194.1,225.7,1109.11,0.0084,2.358,74.35
6623,157.5,0.167,1.46,1.13,170.8,354.2,434.79,0.0005,1.193,37.39
6624,75.89,0.373,2.55,1.04,215.8,242.9,2156.4,0.0037,2.69,74.61
6625,211.66,0.371,1.09,0.72,188.8,204.4,783.87,0.0032,2.897,88.2
6626,213.42,0.189,1.75,0.54,188.0,290.09,559.2,0.0012,2.205,72.03
6627,188.3,0.44,1.28,0.63,277.0,186.8,1618.76,0.0053,4.966,104.82
6628,259.77,0.415,1.73,0.43,169.9,172.87,1217.54,0.0074,5.064,177.76
6629,111.97,0.341,0.55,0.47,164.8,271.35,290.39,0.006,0.596,20.85
6630,100.01,0.128,1.6,0.53,171.7,447.17,338.17,0.0008,0.581,21.14
6631,173.1,0.391,2.62,0.82,277.5,189.08,2638.87,0.0032,7.959,183.94
6632,229.26,0.131,2.09,1.15,218.5,335.99,528.59,0.0002,2.442,62.66
6633,154.82,0.313,2.29,0.63,225.8,223.39,1600.84,0.0027,3.931,102.87
6634,194.84,0.376,0.53,1.1,204.7,229.64,416.7,0.0025,1.38,39.34
6635,91.52,0.446,0.67,0.49,254.7,277.51,757.06,0.0098,1.044,30.18
6636,70.97,0.395,1.1,0.99,279.8,295.02,1244.02,0.0044,1.365,31.57
6637,119.22,0.438,1.9,0.7,284.0,195.91,2425.37,0.0062,4.895,106.65
6638,141.71,0.269,2.12,0.54,274.2,244.52,1589.04,0.0026,3.671,88.74
6639,207.13,0.308,2.85,0.82,278.9,190.08,2466.16,0.0019,8.556,169.56
6640,221.1,0.124,2.2,0.53,194.9,315.18,547.98,0.0006,2.054,58.93
6641,201.62,0.284,2.15,1.08,170.3,213.3,1054.72,0.0013,3.458,132.67
6642,148.48,0.339,1.88,0.79,272.8,229.78,1659.45,0.0029,4.367,94.53
6643,158.41,0.302,2.33,0.41,176.1,233.75,1177.52,0.0039,3.247,115.13
6644,173.49,0.324,2.67,0.46,189.1,193.33,1804.18,0.004,4.371,148.86
6645,163.5,0.444,0.74,0.69,206.7,219.86,729.94,0.0051,1.84,57.11
6646,271.79,0.252,2.24,0.71,155.7,215.98,844.3,0.0015,3.52,165.48
6647,80.93,0.231,0.93,1.1,160.6,350.77,339.85,0.0015,0.481,17.65
6648,134.92,0.191,2.13,1.2,259.4,307.92,1119.95,0.0007,2.228,54.63
6649,193.26,0.463,2.8,0.45,244.8,159.74,3206.56,0.0091,10.139,246.64
6650,128.41,0.365,0.66,0.84,166.3,243.76,366.35,0.0037,0.849,30.81
6651,210.28,0.477,2.05,1.11,295.3,167.49,2951.7,0.0037,9.063,204.78
6652,299.93,0.139,2.9,0.74,153.4,271.2,661.06,0.0005,3.103,107.65
6653,284.73,0.494,2.46,0.97,150.3,154.07,1874.84,0.0043,8.051,325.9
6654,184.3,0.279,2.65,0.47,248.8,229.72,1876.66,0.0028,5.468,145.81
6655,92.74,0.163,1.16,0.6,262.6,405.57,561.57,0.0013,0.764,18.65
6656,66.72,0.378,1.84,0.94,251.6,253.94,1679.24,0.0044,1.897,45.29
6657,244.27,0.359,2.96,0.51,244.4,181.83,2500.83,0.0043,10.692,274.23
6658,278.15,0.271,2.62,0.59,220.0,198.95,1695.91,0.0025,7.42,192.7
6659,54.66,0.272,1.17,0.91,257.4,339.33,928.57,0.0025,0.752,17.46
6660,260.43,0.124,1.53,0.49,249.3,323.45,467.08,0.0006,2.145,50.47
6661,188.23,0.385,1.94,0.48,292.0,198.1,2210.44,0.0051,6.484,149.19
6662,173.59,0.404,2.47,0.46,242.1,205.98,2367.52,0.0062,7.053,179.57
6663,101.44,0.127,2.48,0.91,270.5,395.53,775.2,0.0005,1.506,31.62
6664,298.37,0.223,2.73,0.44,182.2,214.25,1056.04,0.0022,5.668,195.38
6665,164.62,0.378,1.78,0.84,285.5,230.18,1952.0,0.0033,5.61,113.56
6666,63.76,0.459,2.23,0.95,166.5,226.79,1737.55,0.0065,1.791,67.83
6667,94.88,0.429,1.7,1.17,170.9,231.6,1213.39,0.0036,2.114,69.47
6668,69.0,0.32,1.58,0.67,202.2,284.2,1042.55,0.0043,1.003,35.13
6669,205.31,0.26,2.3,0.77,183.4,249.5,1126.5,0.0016,3.824,136.39
6670,102.12,0.447,0.74,0.71,277.9,229.7,1023.19,0.0064,1.555,33.82
6671,174.75,0.242,1.03,0.57,208.0,307.6,489.08,0.002,1.451,39.49
6672,297.72,0.136,1.24,0.63,296.2,338.01,451.45,0.0005,2.311,52.95
6673,265.17,0.146,0.71,1.03,215.4,355.12,227.88,0.0003,0.979,26.49
6674,260.43,0.284,0.58,0.59,163.0,273.95,260.7,0.0025,1.231,40.14
6675,64.23,0.477,0.8,0.54,153.8,255.3,615.92,0.0121,0.667,22.86
6676,291.39,0.457,0.95,0.69,262.7,175.2,1120.05,0.0049,5.541,130.45
6677,178.71,0.148,0.88,0.42,182.9,338.85,243.0,0.001,0.772,22.79
6678,151.74,0.417,0.95,0.52,161.7,215.65,631.83,0.0062,1.692,65.32
6679,219.27,0.182,0.69,1.13,243.3,323.62,294.28,0.0006,1.133,25.4
6680,69.47,0.42,2.14,1.01,235.4,260.53,2279.79,0.0049,2.549,64.04
6681,173.78,0.316,1.18,0.43,263.9,261.44,986.37,0.0044,2.891,68.84
6682,282.58,0.303,1.01,1.1,270.0,233.32,816.83,0.0014,4.208,85.17
